2025-07-31T17:55:39,aron-cullberg,374.3
2025-07-31T17:55:39,s4andersson,392.7
2025-07-31T17:55:39,rasmus-melin,498.2
2025-07-31T17:55:39,viktor6,370.1
2025-07-31T17:56:25,aron-cullberg,374.3
2025-07-31T17:56:25,s4andersson,392.7
2025-07-31T17:56:25,rasmus-melin,498.2
2025-07-31T17:56:25,viktor6,370.1
